'33897','C00002','2010-01-01 00:00','2010-01-31 00:00','Vet Services:A.I','1200'
'33898','C00010','2010-01-01 00:00','2010-01-31 00:00','Stores','8768'
'33899','C00010','2010-01-01 00:00','2010-01-31 00:00','Vet Services:Clinical Services','1100'
'33900','C00010','2010-01-01 00:00','2010-01-31 00:00','Vet Services:A.I','600'
'33901','C00025','2010-01-01 00:00','2010-01-31 00:00','Stores','1800'
'33902','C00026','2010-01-01 00:00','2010-01-31 00:00','Stores','1345'
'33903','C00029','2010-01-01 00:00','2010-01-31 00:00','Stores','7210'
'33904','C00031','2010-01-01 00:00','2010-01-31 00:00','Stores','1735'
'33905','C00034','2010-01-01 00:00','2010-01-31 00:00','Stores','5655'
'33906','C00034','2010-01-01 00:00','2010-01-31 00:00','Stores','1370'
'33907','C00044','2010-01-01 00:00','2010-01-31 00:00','Stores','4350'
'33908','C00045','2010-01-01 00:00','2010-01-31 00:00','Vet Services:A.I','2500'
'33909','C00045','2010-01-01 00:00','2010-01-31 00:00','Stores','13494'
'33910','C00045','2010-01-01 00:00','2010-01-31 00:00','Vet Services:Clinical Services','550'
'33911','C00048','2010-01-01 00:00','2010-01-31 00:00','Stores','1200'
'33912','C00054','2010-01-01 00:00','2010-01-31 00:00','Vet Services:A.I','1000'
'33913','C00054','2010-01-01 00:00','2010-01-31 00:00','Vet Services:Clinical Services','600'
'33914','C00055','2010-01-01 00:00','2010-01-31 00:00','Vet Services:A.I','1500'
'33915','C00055','2010-01-01 00:00','2010-01-31 00:00','Stores','8895'
'33916','C00056','2010-01-01 00:00','2010-01-31 00:00','Stores','1450'
'33917','C00057','2010-01-01 00:00','2010-01-31 00:00','Stores','2290'
'33918','C00060','2010-01-01 00:00','2010-01-31 00:00','Stores','2168'
'33919','C00065','2010-01-01 00:00','2010-01-31 00:00','Stores','230'
'33920','C00081','2010-01-01 00:00','2010-01-31 00:00','Stores','306'
'33921','C00083','2010-01-01 00:00','2010-01-31 00:00','Stores','5594'
'33922','C00087','2010-01-01 00:00','2010-01-31 00:00','Stores','2309'
'33923','C00096','2010-01-01 00:00','2010-01-31 00:00','Stores','18000'
'33924','C00109','2010-01-01 00:00','2010-01-31 00:00','Vet Services:Clinical Services','500'
'33925','C00121','2010-01-01 00:00','2010-01-31 00:00','Stores','4800'
'33926','C00133','2010-01-01 00:00','2010-01-31 00:00','Stores','1540'
'33927','C00149','2010-01-01 00:00','2010-01-31 00:00','Stores','1450'
'33928','C00152','2010-01-01 00:00','2010-01-31 00:00','Stores','3680'
'33929','C00160','2010-01-01 00:00','2010-01-31 00:00','Vet Services:Clinical Services','2000'
