'1','00005','V00005','C00005','1006','2010-01-31 00:00'
'2','00009','V00009','C00009','40645','2010-01-31 00:00'
'3','00024','V00024','C00024','1432','2010-01-31 00:00'
'4','00029','V00029','C00029','115','2010-01-31 00:00'
'5','00048','V00048','C00048','445','2010-01-31 00:00'
'6','00050','V00050','C00050','747','2010-01-31 00:00'
'7','00059','V00059','C00059','1426','2010-01-31 00:00'
'8','00067','V00067','C00067','6833','2010-01-31 00:00'
'9','00083','V00083','C00083','307','2010-01-31 00:00'
'10','00089','V00089','C00089','485','2010-01-31 00:00'
'11','00092','V00092','C00092','277','2010-01-31 00:00'
'12','00102','V00102','C00102','875','2010-01-31 00:00'
'13','00112','V00112','C00112','2079','2010-01-31 00:00'
'14','00118','V00118','C00118','105','2010-01-31 00:00'
'15','00120','V00120','C00120','32954','2010-01-31 00:00'
'16','00124','V00124','C00124','5235','2010-01-31 00:00'
'17','00132','V00132','C00132','328','2010-01-31 00:00'
'18','00160','V00160','C00160','4030','2010-01-31 00:00'
'19','00176','V00176','C00176','391','2010-01-31 00:00'
'20','00180','V00180','C00180','199','2010-01-31 00:00'
'21','00187','V00187','C00187','500','2010-01-31 00:00'
'22','00189','V00189','C00189','172','2010-01-31 00:00'
'23','00198','V00198','C00198','2341','2010-01-31 00:00'
'24','00199','V00199','C00199','1711','2010-01-31 00:00'
'25','00207','V00207','C00207','48','2010-01-31 00:00'
'26','00212','V00212','C00212','3360','2010-01-31 00:00'
'27','00218','V00218','C00218','2185','2010-01-31 00:00'
'28','00224','V00224','C00224','600','2010-01-31 00:00'
'29','00227','V00227','C00227','7336','2010-01-31 00:00'
'30','00228','V00228','C00228','2216','2010-01-31 00:00'
'31','00232','V00232','C00232','68','2010-01-31 00:00'
'32','00233','V00233','C00233','313','2010-01-31 00:00'
'33','00234','V00234','C00234','837','2010-01-31 00:00'
'34','00236','V00236','C00236','970','2010-01-31 00:00'
'35','00242','V00242','C00242','933','2010-01-31 00:00'
'36','00245','V00245','C00245','2194','2010-01-31 00:00'
'37','00251','V00251','C00251','4711','2010-01-31 00:00'
'38','00266','V00266','C00266','17','2010-01-31 00:00'
'39','00275','V00275','C00275','283','2010-01-31 00:00'
'40','00283','V00283','C00283','1872','2010-01-31 00:00'
'41','00284','V00284','C00284','695','2010-01-31 00:00'
'42','00301','V00301','C00301','1329','2010-01-31 00:00'
'43','00312','V00312','C00312','825','2010-01-31 00:00'
'44','00313','V00313','C00313','2246','2010-01-31 00:00'
'45','00314','V00314','C00314','1103','2010-01-31 00:00'
'46','00322','V00322','C00322','800','2010-01-31 00:00'
